symfony2,144
forms,277
options,135
laravel5,3
notfoundhttpexception,6
routecollection.php,3
161,2
submission,47
handling,256
triggers,16
over,396
oracle,172
mongoose,35
callback,233
java.security.invalidalgorithmparameterexception,1
rc6,1
well,44
rc2,2
updating,246
models,126
through,788
5,316
canvas,288
issues,167
comparison,95
between,1258
variables,684
pointing,18
same,795
parse,438
it,2072
possible,601
jump,24
safely,21
destroy,52
window,715
wxpython,39
includes,41
case-sensitive,3
systems,12
manage.py,17
runserver,8
saving,231
frames,54
them,163
waypoints,2
directions_changed,1
compilation,81
be,1281
found,582
parse.com,16
libgdx,60
implementation,188
iframe,332
position,320
itself,65
;,408
adding,670
calculate,194
correlation,13
remove,903
highly,4
correlated,2
ones,15
pandas,374
optimizations,6
browser,492
perform,79
being,321
rendered,32
off,112
was,358
denied,121
service,745
delegate,117
sbmainworkspace,1
own,111
count,368
datagridview,342
scipy,33
build/install,1
osx,98
ip,168
address,271
mask,32
textbox,494
adodc,1
vb.net,627
commands,71
selected,491
value/text,2
codebehind,36
restrict,53
jqgrid,115
textarea,149
height,264
grid,231
generator.element,1
sequencetype,1
editor,80
serialization,110
readonlycollections,1
extend,73
exceptions,156
guidelines,5
understand,40
parallel=,1
instances,83
testng,31
suite,16
configure,125
webpage,120
parameter,649
owin,17
host,108
any,630
been,183
saved,49
rake,89
errors,277
loading,448
kind,21
mutex,29
calculation,49
entities,118
difference,639
cocos2d-x,11
lua,29
binding,328
reset,98
dispatchertimer,3
angularjs,603
verify,53
box,453
clicked,164
structure,237
pointer,359
dll,218
pausing,9
milliseconds,42
params,59
requests,164
brace,3
highlighting,41
visual,610
studio,571
email,383
component,154
versus,43
phpmailer,49
cakephp,171
include,316
files,1221
correctly,218
development,136
uiimageview,65
size,579
\n,32
'\n,4
std,306
:endl,4
:cout,3
seperate,15
gc,22
log,191
vm,24
server,1507
fix,141
laravel.log,1
opened,41
separate,130
commas,29
basically,1
quotes,120
serversocket,10
port,170
supposed,13
matching,132
re-open,2
'void,8
!,231
main,239
grouping,44
sort,337
preserving,23
system.concurrency.asynclock,1
qt,240
mainwindow,12
resize,174
centralwidget,1
resized,13
dispatcher,20
00002efd,1
ie,241
href,105
compile,219
single,468
gradle,74
examine,3
code,1666
sensitive,25
curl,244
curl-,1
rectangle,58
pygame,58
moves,8
mouse,212
location,258
naming,45
conventions,17
system.windows.forms.iwin32window,1
populate,162
second,145
particle,2
installing,213
sun-java6-jre,1
gives,115
render,148
openxml,10
spreadsheet,40
sharedstringtable,1
objective-c,326
most,143
commonly,3
used,261
words,150
nsstring,104
generics,84
wildcard,33
define,174
vector,291
undefined,674
switch,164
eval,59
generator,81
services,138
implement,310
ease,3
out,576
animation,191
jpa,173
backend,34
changes,196
asynchronously,38
sub-domain,3
creation,71
linux,347
preg_match,49
strings,455
open,710
source,375
computation,6
null,786
'float,11
jframe,104
few,41
basic,211
shapes,21
regular,294
start-end,1
detect,365
brightness,3
volume,20
changed,134
horizontal,64
slider,81
100,57
width,251
images/children,1
serial,97
print,436
arduino,45
checkbox,379
outofmemory,8
cvcreatememstorage,1
instance,440
deploy,104
clickonce,20
signing,8
2d,239
clickable,38
created_at,8
shopping,17
cart,41
item,489
added,112
compiler,149
oddity,3
declared,96
yet,23
visible,121
replacement,38
cultureinfo.getcultures,1
.net,789
apps,121
npm,21
+,567
mocha,16
--,229
watch,27
accurately,5
watching,5
dofilterinternal,1
stl,104
prevents,9
strict,14
superset,2
clock,22
setsystemtime,1
overloading,51
optional,77
tuples,34
statements,132
tomcat7,7
shows,87
inactive,8
users,136
manager,60
backbone.js,71
elements,602
which,632
fired,39
remote,228
notification,132
launch,45
background,441
proper,99
completion,42
vim,26
mobile,275
did,62
runtime,262
weird,54
moq,44
nil,120
combine,92
plot,225
read,894
sensor,2
nomethoderror,24
`,643
nilclass,22
jbutton,39
actionlistener,19
producing,22
several,71
java.awt,2
security,181
catching,37
fullscreen,28
seems,39
parallel,82
prime,22
factorization,2
duplicating,6
data.table,49
script,815
nohup,1
cli,27
tuple,79
yii-bootstrap,1
tabs,99
handler,203
examples,39
custom,1093
soft,10
panel,130
windows-ce,4
6.0,11
exec,65
status,143
realtime,19
lookup,48
twitter,181
followers,6
looking,60
day,114
library/plugin/calendar,1
three,61
sprite,31
bitmap.save,4
huge,30
leak,89
many,275
relationships,38
taxonomy,3
eloquent,51
write,537
encoding,192
utf-8,138
you,746
storing,192
2-dimensional,12
sqlite,225
hibernate,466
gwt,100
save/,1
grab,29
svg,116
routing,93
plain,51
typescript,77
standard,128
java.io.inputstreamreader,1
hangs,40
runs,52
calendar,141
textfield,70
listening,21
socket,318
php-fpm,18
rotating,29
threaded,23
cpu,55
system.string,7
generically,4
complex,94
convert.changetype,3
javax.crypto.badpaddingexception,4
must,247
zero,79
governing,1
frameworkelement,1
testing,243
views,139
internationalization,10
2nd,18
httpwebrequest,43
obj,17
facesmessage,1
rendering,116
cause,58
di,8
nginx,71
treats,2
flask,142
receiving,75
space,244
byte,305
boolean,172
pip,87
joomla,77
2.5,24
module,419
suffix,14
certain,262
substring,89
md5,45
nsurl,10
java.util.set,1
decimals,26
ffmpeg,35
compresses,1
upto,5
32,31
kbps,1
unexpected,221
token,235
connecting,117
failed,461
build,329
construct,33
symfony,130
1.4,26
domain,169
currently,39
logged,65
initialize,156
1000000x1000000,1
double,353
xpath,137
1.0,17
utf8,42
codec,24
decode,78
0xae,1
uninitialized,50
equivalent,274
vb,103
left,139
stdout,41
np.exp,1
much,63
slower,35
np.e,1
manually,74
stage,7
base.onload,2
e,31
'dict,5
'status_code,1
returning,442
enumeration,26
powershell,35
action_search,1
resolved,68
compression,14
loop,938
nicest,2
winform,90
timers,8
notify,21
timer,154
raised,12
maximize,15
echo,120
this,980
statment,6
pdf,430
jvmcfre003,1
major,5
search,542
combo,46
classes,376
sublime,23
datagrid,146
button,1401
two,1168
mathematically,1
paste,30
addressbar,1
ie10,8
syntax,327
end,228
\xampp\htdocs\announcements\announcement.php,1
143,1
public,117
step,65
histograms,9
ggplot2,128
usernamepasswordauthenticationfilter,1
under,141
admin,196
menu,309
right,211
connect,403
microsoft,83
2007,20
boot,109
respond,30
instanceof,9
allow,186
empty,512
doc-string,1
body,150
statement,461
foo,25
canonical,6
transmit,6
protocol,104
buffers,11
uiwebview,66
identify,44
last,329
webviewdidfinishload,2
message,436
rcp,10
job,71
finished,42
patch,8
extension,309
tostring,33
upload,506
back,324
contents,196
nice,11
kendo,63
widget,115
2003,14
relationship,115
icon,126
sizes,22
/,755
images,471
expected,270
jbuilder,2
got,54
true,166
range,257
control,655
linker,44
compiling,110
simulator,39
symbols,56
_objc_assign_global,1
_objc_assign_ivar,1
_objc_assign_strongcast,1
meta,26
http-equiv=,1
content=,1
url=http,1
//www.xxxxxxl.com/index.php,1
refreshing,57
hierachy,2
prepared,73
constraint,59
within,623
so,142
sqlalchemy,111
action_up,1
detected,39
process_reaper,1
recursive,103
handlers,32
overriding,103
event-firing,1
onload,37
faster,98
determine,228
temp,10
please,53
specify,103
cache_dir,2
disabling,44
click,818
prevent,256
submissions,3
enabling,26
duplicate,202
fixed,103
colspans,1
recommended,24
high,50
traffic,15
fb.getloginstatus,3
dojo,45
switching,41
editable,42
logout,32
just,142
authentication,239
groupstyle,1
groups,48
1,460
buffer,94
growth,4
strategy,30
login,442
react,124
es6,33
transitionto,1
lines,214
imshow,12
zoom,80
onsubmit,10
ternary,19
operator,231
java.lang.noclassdeffounderror,45
org/apache/axis2/axisfault,1
axis2-kernel-1.5.4.jar,1
datagridviewcheckboxcell,2
speech,12
recognition,19
richcombo,1
ckeditor,74
disadvantages,12
making,209
serializable,34
emptiness,1
jumplist,1
'.exe,1
catch,173
divide,31
2012,82
derived,67
arraylist,310
non,81
calling,519
scope,201
vs2008,14
device,163
*argv,1
frame,251
rstudio,25
libuuid.so.1,1
shared,131
such,152
transaction,100
aborted,32
persist,35
0x,1
mean,203
decimal,220
see,126
characters,526
nscharacterset,1
math.random,6
random,353
ints,32
..,48
sessions,68
enum,255
nslog,7
messages,123
leaks,26
netuihwnd,1
directuihwnd,1
exact,50
regexp,35
pagination,98
filtering,91
migrating,20
article,6
contect,1
2.5.x,1
3.x,17
initializing,66
nsarray,54
keys,231
mcrypt_module_open,1
causes,121
500,95
tolist,4
.take,2
10,125
take,119
.tolist,2
generates,20
sinatra,31
computer,62
durability,1
quartz,20
returned,126
255,7
0xff,3
blocks,67
yii,164
framwork,1
resizing,60
workspace,11
rename,52
mappingjacksonjsonview,1
marshall,5
jax-ws,36
jaxb,100
diplay,3
tag,425
link,475
3d,90
initialization/conversion,1
system.executionengineexception,1
thrown,59
shift_jis,1
violation,53
1103,1
incorrect,96
_post,61
font,130
gradually,3
uilabel,60
concatenate,61
inputs,62
radio,221
hidden,135
win32,81
redrawing,4
html.textbox,2
deserializes,2
side,195
bit,90
rate,21
avplayer,16
http,518
live,60
audio,93
streaming,44
superuser,4
jquery/ajax,19
showing,289
web-developers,1
merging,47
datasets,9
have,561
common,64
integration,93
crenditials,1
container,129
centering,9
fitting,6
angular2,34
debugelement,1
nativeelement,1
componentfixture,1
driver,135
type_forward_only,1
y-axis,17
intersect,6
x-axis,32
playframework,4
deadlock,22
reissue,1
postgresql,104
merge,133
string-argument,1
constructor/factory,1
deserialize,82
compare,277
html5,255
drag,120
events,267
dragleave,2
fires,23
before,447
validate,249
download,325
title,129
/title,2
recording/sending,1
stream,229
insight,2
enable,142
area,83
its,350
controls,171
firefox/chrome,4
adjusting,9
contrast,2
automatic,69
selectall,2
textboxes,46
numericupdown,3
gotfocus,2
javafx,155
2.2,17
referencing,36
mscorlib,2
2010,156
json.net,66
serialize,117
works,256
fine,63
parsing,366
sequence,102
gaps,7
posting,63
both,151
unchecked,23
checkboxes,123
programatically,95
uiimage,62
uiview,113
winforms,181
tailer,1
logrotate,1
free,87
*,149
arr,2
2013,53
caching,97
older,29
.js,30
three.js,48
mesh,6
meshlambertmaterial,1
light,24
loads,40
extern,14
uncheck,14
swing,157
popup,224
losing,33
repainting,1
time.now,3
localstorage,45
node.js,221
'mongoose,1
tell,85
marks,17
still,111
vertical,63
redirection,34
extract,265
queryselectorall,4
minus,16
sign,63
site,195
jar,228
jsp,352
mysql2,16
1.8.7,7
10.6,7
'==,6
applied,36
operands,14
xcode,317
7,346
randomly,51
apostrophe,15
changing,400
css,467
separately,13
go,99
beyond,14
gmail,76
contacts,12
oauth,72
window.onload,11
ie7,29
minimum,32
maximum,134
mousebuttondown,1
owner,6
hex,133
conversion,241
hibernatedaosupport,2
native,155
fixing,9
private,136
accessor,10
'microsoft.visualstudio.testtools.typesandsymbols.assembly,1
trouble,104
patterns,51
wicket,35
@,422
springbean,1
bean,177
in-memory,8
info,67
java.lang.outofmemoryerror,20
heap,89
base64decoder,1
.load,19
complete,94
updated,62
tab,228
chat,62
find/read,1
bring,18
one-line-xml-files,1
human,17
readable,30
multi,95
declare,122
scripts,89
java.lang.classcastexception,16
org.hibernate.type.stringtype,1
cast,247
org.hibernate.type.versiontype,1
combobox,227
copy,292
allocated,42
moving,98
scroll,321
writing,261
masked,11
disk,40
png,62
core,180
applicatin,1
expandoobject,2
interest,10
tvm,1
postback,73
encrypt,50
iterate,154
lambda,180
expressions,110
equation,17
mapview,3
cl,2
exe,55
batch,112
cpture,1
calls,139
x,420
seconds,110
fileupload.hasfile,2
give,81
always,231
false,157
cdbcriteria,4
mssql_connect,5
wcf,274
const,171
char*,92
lpcwstr,4
defined,285
ok,46
unicodeencodeerror,15
os.listdir,1
grant,8
malformed,13
azure,64
ad,30
pin,15
smtp,87
pojos,4
soapaction,3
definition,114
cmd,29
jars,24
skrollr,1
relative,114
mode,168
properly,275
safari,86
ext.button.split,1
arrow,39
captcha,8
webbrowser,106
picturebox,25
viewport,13
'this.state,1
getblobreferencefromserver,1
uris,1
absolute,66
addresses,30
permitted,10
type.gettype,3
limited,24
actionview,7
:missingtemplate,1
nunit,43
exceptionconverter,2
java.io.ioexception,16
gui,173
good,203
anchor,102
location.hash,4
linking,68
rabbitmq-c,1
support,211
ado.net,35
swf,18
sandbox,10
2060,1
svgsvgelement,1
this-,18
_getparam,1
binary/hex,1
subtract,33
keeps,26
pointers,145
arrays,369
groupby,33
partial,126
these,52
read/write,30
gray,10
overlay,51
uibutton,78
knowing,26
split,316
n,118
sub,56
vectors,52
rebound,1
err_connection_refused,4
uncaught,223
typeerror,311
iis,89
broswer,1
home.aspx,1
types,267
nulltype,1
probability,9
small,63
v/s,4
big,75
color,445
clearinterval,3
associative,40
onactionexecuting,2
controller/action,3
route,146
action,352
attributes,217
keeping,61
infinitely,2
assembly,164
xaml,115
powerpoint,17
designer,27
vsto,13
bound,73
sqldatasource,7
concat,16
result,331
executing,159
window.print,13
logger,37
clicking,148
hyperlink,52
boost,197
:chrono,2
:time_point,2
:steady_clock,1
dates,197
comment,46
root,141
whole,92
io.fileio,1
webbrowser.documenttype,1
debugging,126
taskscheduler,3
scheduled,19
risks,3
technical,1
special,161
replaced,5
.xls,5
ms-excel,2
webview,104
apply,139
realm,33
latest,39
inserted,50
pca,3
categorical,11
features,24
we,199
==,63
uitableviewcontroller,12
nsdictionary,49
getuser,7
registration,37
zip,90
giving,102
multiple-form,1
mix,14
break,91
activity,97
listactivity,1
modules,85
requirejs,29
physical,16
overrides,15
wallpaper,3
4.0,71
getasync,1
httpclient,58
alternative,126
webapi,76
track,44
pages,186
speed,93
mkmap,2
automapper,36
mapping,167
'dbnull,2
valid.10,1
invisible,14
ie9,52
bug,61
joda,27
localdate,2
param,29
semantic,7
interpretation,3
srgs,1
grammar,10
immediately,34
expunging,1
mailbox,5
pythonic,28
am,183
'decimal,4
'bool,9
elasticsearch,27
times,178
logging,124
magento,255
unit,207
jackson,106
deserialization,39
linked,150
nsuserdefaults,27
starting,107
foreach-,1
override,185
iterating,80
else,90
thousand,15
separator,38
highcharts,108
sparse,16
interop.word,1
preview,40
office,20
2010/2013,1
storyboard,64
non-zero,10
disappear,24
develop,18
java/groovy,4
duplicates,72
uiactivityindicatorview,1
online,47
stored,264
procedure,146
firebird,8
pdo,187
localhost,84
bool,78
curl_exec,3
pictures,15
.gif,3
.png,10
.jpeg,2
idatareader,1
datareader,6
locale,51
skip,54
\r,7
orderby,26
spark,53
direct,46
cygwin,28
performance,226
tuning,4
jsf,117
ids,42
swapping,9
linkedlist,28
nodejs,99
settimeout,57
"fn,0",1
setimmediate,1
fn,3
universal,32
server-side,29
accurate,13
ray,4
collision,36
detection,57
word,309
doc,30
plist,22
devise,122
jfreechart,28
chartpanel,1
jpanel,73
generated,166
netbeans,164
/asp.net,8
level,115
privileges,4
non-rooted,1
letter,91
os.path,2
locationservicesenabled,1
yes,29
lazy,60
zero-cost,1
music,16
ipad/iphone/ipod,1
touch,103
pc,35
airtunes,1
styles,34
attached,23
hover,99
pseudo,6
firebug,25
debugger,68
application.properties,7
production,65
spring-boot,18
'replace,7
dealing,35
underlying,30
provider,85
equalitycomparer,1
.default,1
internally,14
src,74
php.ini,29
mockito,58
injecting,22
mock,92
textblock,22
margin,23
linqtoentities,1
gac,4
creator,29
lnk1104,3
'opencv_core249d.lib,1
raphael,23
alphabetic,7
accent,5
chart/graph,1
every,256
iterations,9
finisar.sqlite.sqliteexception,1
logic,48
unrecognized,56
plotting,57
monthly,9
ggplot,81
external,321
remaining,14
days,100
till,19
relationship/node,1
charts/graphs,1
something,122
declares,9
wrap,51
relation,44
auth_user,1
exist,236
different,780
particular,145
credential,2
account,69
alphabetical,17
order,382
30,21
rdlc,18
documents,46
mongodbexport,1
stop,236
“,50
”,54
wrong,252
name-,1
uint32,5
unsigned,76
textview,37
'm,55
invoke,84
ionic,58
me,142
span,59
:signal,1
:raise,1
thread-safe,27
started,57
stack,153
sum,192
add_action,4
getjsonarray,1
happens,49
waiting,80
d3.js,55
sibling,10
customisations,1
tabularinline,1
self,84
triggered,39
aurelia,8
datatables,70
requests_ntlm,1
dependency,139
injection,106
pojo,16
inject,53
ejb,40
wal,1
transactions,42
opengl,129
alpha,23
blending,2
redeclaring,3
migrate,29
existing,235
cms,29
like,462
drupal,72
neither,12
queries,126
smooth,34
uitextview,47
bottom,69
cant,55
mongodb,178
passportjs,2
localstrategy,1
username,90
selection,177
tests,131
intellij,116
idea,81
13,29
recursively,50
modify,112
initcomponents,1
want,154
pdfs,9
dompdf,2
phpunit,70
coverage,17
zend_mm_heap,2
corrupted,19
segmentation,55
fault,64
11,39
hashmap,133
jstl,47
foreach,225
entry,90
mysql_query,15
mysql_fetch_array,16
chart,221
cluster,24
numpy,256
ninject,13
identity,49
usermanager,3
transferring,3
defer,7
reader,34
installed,130
easiest,54
consumer,14
webservice,140
traversal,16
iterative,6
templates,99
polymorphism,33
immediate,11
mvc3,73
validationattribute,2
validationcontext.membername,1
awaiting,4
async,157
handled,26
winsound,2
fatal,176
non-object,47
.php,34
jtextfield,38
preformated,1
assertion,24
size.width,1
size.height,1
share,82
id,585
autocomplete,116
rails3,23
jdk,58
onitemselectedlistener,1
fragment,70
activemq,15
stops,24
queue,118
acknowledging,1
bake,1
mysql.sock,1
recognize,37
mamp,14
circular,40
references,75
warnings,30
caused,31
forward,51
declarations,15
digits,99
places,65
infinite,66
getter/setter,3
uitableview,204
past,15
very,115
bottom/top,1
relational,11
procedures,17
unloading,2
usual,3
practice,135
minify,3
libraries,128
initialise,8
servlet,261
microsoft.sqlserver.dts.runtime.variable,1
__getitem__,2
definite,2
selenium,350
solution,85
pop,64
dialogs,16
internet,135
explorer,103
cache,136
translate3d,2
android.widget.linearlayout,2
android.widget.textview,2
arrayadapter,6
pushing,17
appengine,25
bot,15
crawler,19
abstract,127
freeze,17
feature,47
functions,381
scikit,7
learn,49
dummy,9
grouped,29
c-array,5
their,90
unicode,178
equivalents,5
openid,8
getexternallogininfo,1
pure,44
virtual,121
inline,113
bundle,85
strange,118
:setfrom,1
supporting,13
gm,3
ios9,4
crashes,74
accordion,31
activate,11
links,123
delete,449
affect,11
64,49
upgrade,42
3.2.11,2
reload,110
backing,19
initialization,114
2.0,140
jsf-2.0,1
against,54
xsd,46
attr,12
triggering,29
mouseover,42
instruction,9
reduce,50
lag,9
painting,7
filename,75
typeid,2
type_info,1
meta-templates,1
knowledge,3
programmers,3
occurrence,41
optimizing,21
garbage,64
uialertview,26
buttons,215
subviews,20
.jar,34
suggestions,14
aspect-oriented,1
scale,58
real,95
datepicker,130
numbered,4
slicing,15
scrolling,144
zooming,21
timeouts,9
fixed-point,1
arithmetic,26
reflection,141
modified,44
feed,55
itemssource,13
question,157
.done,1
paged,2
unions,1
ways,54
happen,17
servlets,28
context.savechanges,1
nodename,3
sometimes,37
all-caps,1
parsejson,1
transactional,13
multithreading,49
would,128
threading,55
beneficial,2
mutually,5
independent,25
tasks,68
get_template_part,1
part,184
advantages,26
uniformly,3
distributed,8
disable,412
math,47
35,5
realms,2
subprocess.call,6
crontab,10
aws,54
performing,32
databinding,38
drawing,119
room,8
inittab,1
alphanumeric,33
dot,51
nsdate,39
utf8_encode,1
chars,48
prepended,3
\u,2
opening,114
kcfinder,2
browse.php,1
downloading,83
rather,50
displaying,247
base,210
encoded,62
php/mysql,54
actually,58
pk,6
r.java,3
clean,45
hql,32
:map,29
integrating,25
extensions,47
temporary,26
.pdf,14
tempnam,1
getmodulefilenameex,1
psapi.dll,1
distinguish,10
28/10/2012,2
2:00,2
cet,2
cest,2
ienumerable,95
cancels,2
optimized,12
min,47
console.log,22
sync,25
scraping,56
umbraco,17
non-existent,6
desktop,73
frameworks,32
fade,43
importing,113
libarary,2
mysql-python,5
apt-get,3
python-mysqldb,1
ajaxfileupload,2
spec,16
war,57
uses,64
grunt-webpack,1
'entry,1
interfacing,3
erlang,6
mkannotationview,2
userlocation,1
document.body.onload,1
addin,6
w/in,1
jscrollpane,19
